,roi,target,std_ts_ac1,std_ts_ac2,std_ts_ac3,std_ts_ac4,std_ts_pac1,std_ts_pac2,std_ts_pac3,std_ts_diff_ac1,std_ts_diff_ac2,std_ts_diff_ac3,std_ts_diff_ac4,std_ts_start_end,std_ts_diff_start_end,std_ts_std,std_ts_diff_std,intensity_ts_ac1,intensity_ts_ac2,intensity_ts_ac3,intensity_ts_ac4,intensity_ts_pac1,intensity_ts_pac2,intensity_ts_pac3,intensity_ts_diff_ac1,intensity_ts_diff_ac2,intensity_ts_diff_ac3,intensity_ts_diff_ac4,intensity_ts_start_end,intensity_ts_diff_start_end,intensity_ts_std,intensity_ts_diff_std,com_x_ts_ac1,com_x_ts_ac2,com_x_ts_ac3,com_x_ts_ac4,com_x_ts_pac1,com_x_ts_pac2,com_x_ts_pac3,com_x_ts_diff_ac1,com_x_ts_diff_ac2,com_x_ts_diff_ac3,com_x_ts_diff_ac4,com_x_ts_start_end,com_x_ts_diff_start_end,com_x_ts_std,com_x_ts_diff_std,com_y_ts_ac1,com_y_ts_ac2,com_y_ts_ac3,com_y_ts_ac4,com_y_ts_pac1,com_y_ts_pac2,com_y_ts_pac3,com_y_ts_diff_ac1,com_y_ts_diff_ac2,com_y_ts_diff_ac3,com_y_ts_diff_ac4,com_y_ts_start_end,com_y_ts_diff_start_end,com_y_ts_std,com_y_ts_diff_std,sigma_x_ts_ac1,sigma_x_ts_ac2,sigma_x_ts_ac3,sigma_x_ts_ac4,sigma_x_ts_pac1,sigma_x_ts_pac2,sigma_x_ts_pac3,sigma_x_ts_diff_ac1,sigma_x_ts_diff_ac2,sigma_x_ts_diff_ac3,sigma_x_ts_diff_ac4,sigma_x_ts_start_end,sigma_x_ts_diff_start_end,sigma_x_ts_std,sigma_x_ts_diff_std,sigma_y_ts_ac1,sigma_y_ts_ac2,sigma_y_ts_ac3,sigma_y_ts_ac4,sigma_y_ts_pac1,sigma_y_ts_pac2,sigma_y_ts_pac3,sigma_y_ts_diff_ac1,sigma_y_ts_diff_ac2,sigma_y_ts_diff_ac3,sigma_y_ts_diff_ac4,sigma_y_ts_start_end,sigma_y_ts_diff_start_end,sigma_y_ts_std,sigma_y_ts_diff_std,intensity_std_ratio,sigma_x_std_ratio,sigma_y_std_ratio
0,roi2,normal,0.5992530191867049,0.36259318516861033,0.26976030587503813,0.3299566640163175,0.5992427011921101,0.005235673944473052,0.07883135025665376,-0.20472109094528712,-0.17952948187511963,-0.19113753943391332,-0.03716115343669392,0.041194185614585876,0.023431574925780296,0.0311527620039821,0.028012054455321626,0.6397064998758318,0.34962818653087385,0.24424997784956387,0.31664891430333536,0.6397015700729417,-0.10103631326480975,0.10719178558480398,-0.09761937847155577,-0.25625069106805953,-0.2467724482938928,-0.04479496128937636,0.05916785076260567,0.0369703471660614,0.051406166225002256,0.043134527779928,0.05981081809086229,0.045148625019894924,0.029524313175031642,0.0474347555426305,0.05982432499601815,0.041724029460962334,0.024576489988343345,-0.49184296825278323,0.00032531835607104527,-0.018004864857097184,0.010918319574451416,0.1578176714031329,0.07579906175509238,0.1489189324663865,0.20571212497789118,0.004339248285070039,0.01014441430715837,0.008925905315018499,0.0034627177478156355,0.00433789026068281,0.010124899046459551,0.008840915683936777,-0.5027750090048544,0.003558047698763418,0.0016596283996153727,-0.0065322721807779495,0.1381494802342111,0.07640374318156659,0.140955051305464,0.20142033477813,0.01305344970558745,0.001710180540826069,0.010651079327249912,-0.01057931839184151,0.013053071499096808,0.001540198374045846,0.010614360052508204,-0.4941231755593058,-0.010447224038227544,0.015432783176891982,-0.021229002712208938,0.00012651610419092793,0.00013996897056932345,0.00020369738136659125,0.0002710580154265887,0.04862515767840294,0.04788409946755978,0.019421481585153687,0.034132932669756706,0.048637613876806075,0.04563809699536053,0.01505210758210322,-0.4994211711959166,0.014480433312733515,-0.022665285195682276,0.007817169469083987,0.0006625534515060221,0.00035523695618127276,0.0005478169287515146,0.0007302257239916307,1.1917637417355322,0.7514899754800245,0.7502021782483703
1,roi8,normal,0.07257940601863022,-0.01380289361648016,-0.10604227294847558,-0.058326343262167776,0.07274974822466979,-0.01911947957301329,-0.10420435611084722,-0.4526858136488601,0.006127324889843678,-0.07543178073729724,-0.015578046584989387,0.015545368194580078,0.015792453661561012,0.028443143728696902,0.04112258721915027,0.23986720557468771,0.1007861594759952,0.09208253656578552,0.14341385400954335,0.24040679794662523,0.04599447835129246,0.06107579220726692,-0.4165032027543158,-0.08229405121900968,-0.036202876110077414,0.12173744276486234,0.01910092495381832,0.02267555147409439,0.034076216867398,0.041408797762336455,0.06494195657894539,-0.02265534989976124,-0.0593341756145504,-0.13254008128236472,0.06500948282655218,-0.026994099057448002,-0.05621430339292126,-0.4506873914129974,-0.03702959630897131,0.01778747462778584,-0.057743342709177865,0.08902288679678706,0.1236230999832305,0.14105889239254898,0.20078704005576714,0.1434569803071238,-0.0857966767632378,-0.04320676651125541,0.0498392748425599,0.14156570229266058,-0.10530913464068843,-0.014416453970774583,-0.38167706919864003,-0.13948191657444184,-0.02696229819517617,0.09646870520853375,0.20069071288007656,0.15558239728209636,0.14680285006509786,0.1913488691045668,0.1239532290382187,-0.08392819586845966,-0.043231396473020496,0.055959580083460844,0.12281554497933246,-0.0986490632428919,-0.019604157349103767,-0.39305659227423884,-0.12775736846589902,-0.03099200084377341,0.1016915879498117,0.006900332327941635,0.005216641509294821,0.0055438720417941255,0.00721703929174562,0.10117619395732905,-0.0577225550293017,-0.1274566351485847,-0.09097308969674063,0.10147227948351578,-0.06881177151435566,-0.11599465570359413,-0.40557617910054194,-0.0607200092584703,-0.06095077248072463,-0.028771485889598724,0.000909401066144438,0.0006812582362532083,0.0006265039121115696,0.0008595194531535877,0.8229221496112153,0.7681643147121072,0.728900212569848
2,roi5,anomaly,0.8809147066068752,0.6736877294971796,0.4536143297721783,0.24214426317331197,0.8837293422270845,-0.4701945299788986,-0.04331904320889101,0.36985517540574736,0.05360978462218026,-0.03644286525591918,-0.19728828056060166,0.02127048745751381,0.0015800355467945337,0.04579076421818586,0.01964837201346754,0.8772457728411666,0.6722255541114022,0.45968944259508876,0.25123260171257983,0.8800618426438854,-0.43450399532206013,-0.04148171152929445,0.3348917968213849,0.030306856774576754,-0.016906630760100013,-0.17034342979939263,0.11039553582668304,0.010461678728461266,0.2950402919429147,0.10655332493746766,0.6552733952420249,0.45218377698184486,0.35943725611508964,0.320279722181577,0.656601697631665,0.04046316500174052,0.08602421437967922,-0.20583496092393933,-0.1612694683297303,-0.07782689389664696,-0.08570953776723038,0.34191024717321883,0.0408441885375332,0.3128772430492453,0.22999364126825128,0.5535327655385326,0.48188424879185326,0.41087404873653505,0.4059658744497984,0.554754000910323,0.2549460389295972,0.11113378205478863,-0.4191708576956467,-0.006177670141216973,-0.06793083882151749,-0.002371349573015372,0.001327966967933844,0.09596262602511203,0.12194550851776323,0.10775985866280686,0.46536429082431235,0.4414041883467652,0.3456751805658268,0.37048926614414857,0.46645741304753274,0.2887701452281022,0.09215527905167947,-0.4775746671414944,0.0642203448565099,-0.10924343914361322,-0.027629672268460848,3.093317306002185e-05,0.0004084978410657512,0.0009352264420596733,0.0007790652963963267,0.6211351701935462,0.49612559376735355,0.40255112492994616,0.33748110065945325,0.6218337056780343,0.1806693869809611,0.06412838225845169,-0.3357326593070925,-0.043009897492945634,-0.03799395494921928,-0.10134007363965919,0.004317561599531591,0.0004847867624977366,0.004362716277290085,0.0031187687594131947,2.768944958930782,1.2004468000123885,1.3988585284248334
3,roi7,normal,0.3839667166500784,0.4348277290074942,0.42853184505798964,0.3764517248471465,0.3851609198041459,0.33967679663817957,0.24539666114801212,-0.5458630777705964,0.04844765234033218,0.03166959461419258,0.03410975739690639,0.021251343190670013,0.002694201422855258,0.016537103617147664,0.020307290119045113,0.45166970801395884,0.47989240792883614,0.36746824525110955,0.40054589462812556,0.45232182145066596,0.3497464074632781,0.09848218248911968,-0.5280874762541595,0.1287323194107352,-0.13446310921784524,0.11695536991944827,0.015302876010537148,0.006427962798625231,0.01511194331323091,0.016261710933871982,0.12456157495059673,-0.012992515601963331,0.04802927075272242,-0.023508112514418204,0.12517106938187808,-0.02913700053586556,0.05452719765378806,-0.42041199372636795,-0.11180431568814193,0.07071529973321736,-0.030617431854459327,0.005165338091819649,0.014872728322194106,0.03691019881430939,0.0503678307115073,0.09022760063294688,-0.021469711086810093,-0.0030209055048009826,-0.002833008548947659,0.09020481033605482,-0.029844161183994435,0.001695403726253389,-0.44099931632369377,-0.07259916022731777,0.032025635266867664,-0.023998906348303317,0.005037688801332153,0.01633102451245314,0.03400460149077928,0.044976778714367706,0.08970197943150711,-0.021670161678048427,-0.0031263091819458797,-0.002105122227992293,0.08967868683844034,-0.02994821494188471,0.0015896492609668484,-0.44123492525042335,-0.07240614584633329,0.03158568316102321,-0.02319450906712678,0.00036462164909990726,0.0011858799255972659,0.0024664992852726033,0.0032642246434702277,0.12641205617451703,-0.015172152965827723,0.046135845695061295,-0.02312404145076026,0.1270279018128618,-0.03185026987399345,0.05335367259535824,-0.418034227423496,-0.11449914929729875,0.06992412203433802,-0.028232241884665502,0.00020832236230914963,0.000587918579591999,0.0015217366080532593,0.002083485047501622,0.9292960239352067,0.7556156682434837,0.7303803835204028
4,roi10,normal,-0.24875579292235364,0.1964368187367335,0.3418234357649458,-0.3443337669957013,-0.2579031157354509,0.15070561175441108,0.4762419826916544,-0.6509250395883314,-6.333168221046566e-05,0.6261854314890343,-0.7253962859462949,0.006127309985458851,0.0017000376246869564,0.00852441278409188,0.016040164745750853,0.10564427600517654,-0.007861378332399629,-0.3042620899740621,-0.21699080960077768,0.1106660177385048,-0.02237601333601789,-0.26056677681402035,-0.24639155199485527,0.04380891105995453,-0.24182069844808315,-0.25969682629378393,0.003769226837903261,0.010396163910627365,0.012411659140655725,0.02339357307910443,0.001999571591788904,0.1935499331003404,0.23248977628342749,-0.1163056008086799,5.374280459850943e-05,0.20090749089702536,0.2516280914841614,-0.5735634024917302,-0.05290173403320438,0.6455727842322316,-0.7204203341101865,0.037627888231684635,0.011309718913638633,0.044437089430116164,0.07745502072249402,-0.19565986978388447,-0.2242154505908296,0.1883635416568281,0.12340704338445818,-0.20095884886361956,-0.27771292942499076,0.05850483020425239,-0.5123497273628123,-0.09971101165607688,0.20302555522713497,0.023999542282441503,0.026941926269122972,0.012458120580159006,0.02479104155144213,0.04488149186805844,-0.18449088566641844,-0.23498114815118004,0.15777592602499668,0.09813095152319398,-0.18932314041705126,-0.280791716686822,0.02775913069383052,-0.5006076906405134,-0.09885500261482678,0.18802820620599486,0.015440858195642317,0.00017621381532679012,8.696348269489314e-05,0.00016531177766520541,0.0002996652201843991,-0.006345891482509496,0.18892400601769535,0.22999697756055454,-0.1164352883930052,-0.008408364237303794,0.19588677888036965,0.25089463515461097,-0.5739350537751877,-0.05738744091051086,0.6421857453437995,-0.7063764701957796,0.0013030850508987599,0.00041296263241849106,0.0016025109986737942,0.002789175174239359,0.5305585041962678,0.5516548686013036,0.5745465589520808
5,roi1,normal,0.04198257504699121,0.06948650424633318,0.038232804451827834,0.14176250461499512,0.04203033183425558,0.06780554695387578,0.03289278947891834,-0.5132215990433643,0.032022717620651675,-0.07553236378606416,0.10897818331912189,0.024776924401521683,0.02419888973236084,0.030458877470880594,0.042389714977941424,0.14358194260597842,0.14729449074030845,0.1449520275471895,0.17665832608395834,0.14370397077790745,0.12899868698742234,0.11180726271740216,-0.502927348705496,0.005694891959843785,-0.017794486393364024,0.029903274113555083,0.014773242175579071,0.024652905762195587,0.029409892853266072,0.03790740989588638,0.027153967726254388,-0.010667781953991443,-0.03771597462430038,-0.05917442725879516,0.027181294628624536,-0.011380165917404608,-0.03704009801055556,-0.47949822702700023,-0.003164471923976614,-0.0033190314336949147,-0.01028864358704249,0.04714218964884509,0.05984263191046075,0.10679691073712987,0.15157642854992268,0.30759965950334356,0.3202993838276057,0.34457382896260264,0.3248547207190843,0.3076619553844599,0.24822469474418796,0.2273333945436645,-0.5099337714042207,-0.008205702124373614,0.033206852525943464,0.0036193983097698736,0.28023779798929666,0.055019725230424754,0.12780741257370032,0.14997269629937066,0.24451576425987087,0.28195154784761306,0.29477759555204924,0.29106043606462584,0.24462902058926322,0.23636585796821072,0.2072848374002126,-0.5258570112504923,0.016784073949252534,0.011185835756732583,0.017854093119586148,0.002818212200420474,0.0006021104607295925,0.0014957644904566199,0.0017166208296684722,0.030376199629608264,-0.009005426959604504,-0.03493522077895092,-0.054787498522201786,0.03040613316559655,-0.009899905032603589,-0.03425196176232751,-0.478139035682305,-0.0045041362702502976,-0.003517161589870914,-0.007762505645366405,0.0020352331345153763,0.002805879972919826,0.004451999698047969,0.006293561820932341,0.7758349339625433,0.8713423865103012,0.7073895235668697
6,roi1,anomaly,0.9359232982377643,0.8766863107338988,0.8094550367633306,0.7321614902926902,0.9260216513498883,0.011891673438783446,-0.07865441727697361,-0.04996971412125147,0.047174138619798245,0.08651221027874835,0.03523722287370905,1.6778151988983154,0.2616439759731293,1.016438669203212,0.5591399912654639,0.7719053008307751,0.6440010084169075,0.5651042054949,0.5388567256079033,0.7562770484455038,0.11227756680215366,0.07232621778575411,-0.23437717302879835,-0.1265435091946859,-0.08299503767086032,0.09227794204694988,2.824810266494751,0.2978823482990265,1.3808672879834827,1.0179960272898259,-0.08060362633249431,0.04946617969864512,-0.060296730164067947,0.029593620470596906,-0.08100499347122986,0.0436852485037467,-0.05425454067219922,-0.5601986523978747,0.11096002114411341,-0.09237920296935978,0.07571777430983319,6.814615287751605,1.4287293633232219,16.554950056107224,50.057537538509614,0.027779051890159633,0.038006629560878954,-0.029419047391550317,-0.004309739397021268,0.027917289415309122,0.03763541555891725,-0.032010931771786974,-0.5052962208177498,0.039903239402784556,-0.04756303395430057,0.010758968901111601,5.51660297994809,0.5219776350808885,15.730048347405065,32.83979024075283,0.011887792239151011,0.002004512522989281,0.0017868402113298486,0.004685364459711501,0.011946642833192444,0.0018841214561928024,0.0017726854306887817,-0.4950683998035378,-0.004896812328992504,-0.0015643494523946903,0.0017349294036439799,0.3753358869869611,0.011623496320488457,0.7214222802699353,0.8821070850806063,0.06755796481064982,0.02901733925691768,0.049816555727983956,0.00902417994540539,0.06789186113262838,0.024810632113938053,0.047182298885198266,-0.4794143712467377,-0.03181914276755827,0.03301568316071661,-0.04351222585548443,0.22035508821748606,0.031436064300241776,1.0121154251750373,1.312631740055557,1.3564564605028135,0.8178397979923404,0.7710581683269365
7,roi1,normal,0.01651224205010712,-0.05553490772759958,-0.10813221741221266,0.03785743469507997,0.016530086622530683,-0.05566159084116599,-0.1059934778645139,-0.46574902391227546,-0.0097352074241834,-0.09793269599712014,0.03804475152591685,0.012358236126601696,0.008360850624740124,0.02222954579484172,0.030531425239952878,0.0465434346881638,0.24462657311142275,0.07598255204417242,0.19080514113030247,0.04655996312757983,0.243275725004847,0.059776710242475425,-0.6085430772274761,0.1984557114166802,-0.16660880053190896,0.12473678700511878,0.025083523243665695,0.011199502274394035,0.030078457260427117,0.041594057613847886,-0.06081921501055709,0.08375294896996459,-0.09507612999991245,-0.03988031837565706,-0.06092818479416922,0.08044688529304327,-0.08677732693189733,-0.5707787564586217,0.16164432242513666,-0.11980848149700449,0.05099710462268308,0.0884484953219264,0.03153056738432802,0.10263487505233684,0.1527320101585662,-0.03605041312826291,-0.06941619044042742,0.059329349653501895,0.020760302323324,-0.035960628730679386,-0.07059091508948608,0.05458364096294603,-0.4759795151638324,-0.07903619067666505,0.05926804188257234,0.030408113629982372,0.024999980042991865,0.0327821419395871,0.10544376432434421,0.15142029354765293,-0.028830172930262677,-0.054556600891943446,0.04101401461406687,0.007035398075558922,-0.02872864971189584,-0.05524378715158963,0.03798607399301111,-0.48039232524711906,-0.058705137534073075,0.041084964900808804,0.016494526239458122,0.0004411422092013025,0.0006349616928287646,0.002308221994729102,0.003297506854765557,-0.09092927472183354,0.064138615663831,-0.08080087783134714,-0.033979952828873276,-0.09113756616266,0.0565064744234773,-0.07144767897294232,-0.5736589439805153,0.14462217340687236,-0.09490509980664776,0.045035180485103354,0.001235471513540511,0.00037749342176548464,0.0015993156802880518,0.0023707135672816535,0.7231431359659682,0.6999900519973931,0.6746136278799322
8,roi7,normal,0.7188648878306124,0.7253423520731154,0.7053199142688212,0.7044123962079424,0.7186772394053264,0.42857380430458636,0.24199160472703976,-0.5145906620371893,0.04852119254922713,-0.03545864943527278,0.03892660141666854,0.09860201179981232,0.0027518868446350098,0.027635608068698154,0.020234678664385632,0.8367956453710531,0.8418975906206894,0.818884751328882,0.8247177953201227,0.8365242688869529,0.4671450264491175,0.20423428956928835,-0.5202971095590577,0.0908013636240798,-0.09075970948926022,0.06920967885170601,0.12570175528526306,0.005910519510507584,0.03657681645087905,0.019486666227448535,0.018434265248275378,-0.02281869556353799,0.014640196450934869,-0.0021271126226337232,0.01844125241355568,-0.023189656250351104,0.015491545151106569,-0.4796590348959362,-0.039534294399136236,0.026083631225168376,-0.0012745768612655284,0.08126801291548062,0.01169709825308054,0.04542002348612654,0.06318538510751472,0.08604937392348487,0.09078122054759608,0.03275780087059281,0.02515611957908593,0.08615293418750603,0.08400346518692829,0.01833396960225124,-0.5067255731914264,0.03844771874775619,-0.02817782299119413,-0.0036958998148564834,0.1026544513629215,0.005638976702965693,0.04287101873256028,0.058022699289579704,0.0854367311406421,0.08966772982039978,0.03229139298386727,0.024876333787538348,0.0855400367682356,0.08297396818236621,0.01814559779965161,-0.5063002409655522,0.03773083862329781,-0.027833139578417203,-0.004058521758577694,0.005116084283653408,0.0002959705910110533,0.0021536644248028145,0.002913954838449108,0.01979248148570784,-0.021950784984408445,0.015744585383550166,-0.002929747889483058,0.019799372932375416,-0.022373456577259837,0.016632348999477197,-0.47915094802552377,-0.04024555714249026,0.027437625058850678,-0.003066989189718247,0.0013006619008937479,0.0001809078737209608,0.0007619543174780952,0.0010585345830907997,1.87701765011799,0.739086411493274,0.7198199564281366
9,roi11,anomaly,0.5199527130323531,0.45533574246381986,0.4420756335411821,0.48436699923222715,0.5196192051199561,0.2533924157268615,0.19549384680841048,-0.4332803216974302,-0.05255461431294004,-0.058062302237763604,0.021012838907096328,0.5903255939483643,0.012262249365448952,0.16661013999798277,0.1562332014858655,0.6643588156310131,0.6174677200659966,0.6162592314372699,0.6400051199759031,0.6642146079629747,0.3146454780740642,0.2501446821692073,-0.42981209243802443,-0.06813414785499142,-0.03749078722227528,0.041961134158646385,0.8508791327476501,0.12328930199146271,0.2312458267252982,0.18369703314223174,0.44189355709309125,0.39947906675932493,0.3808340075820676,0.3666036105189245,0.44162626883723266,0.25361373446767804,0.18176306767426612,-0.46217871027655266,-0.021247760412403827,-0.004321944647052302,-0.017226069242708114,1.3350106213939157,0.4115528057298697,1.350144813504816,1.506255218231162,0.020478730175262763,0.013870730624946905,-0.010621392788469875,0.0031070055302307572,0.020476839069260646,0.013459395851914762,-0.011188584283950039,-0.4967213713549515,0.008867151697848262,-0.018627750244022665,-0.00943121609940223,0.6615913104990221,0.13231970647027397,1.2359529774251192,1.762965398467803,0.1448541891103879,0.08592874198798622,0.09313311875510381,0.10506626859343243,0.14489229230899042,0.06637158262058428,0.07382360756511948,-0.4655507295605156,-0.03848546875634582,-0.003031174660473913,-0.004919203769647378,0.011896346297748566,0.001869847097811889,0.010270932431936733,0.013036114928567797,0.1987549292960223,0.15463852922313492,0.18545742220496106,0.1658339886241794,0.19879470285581752,0.11990946511165947,0.14222885578414743,-0.4725380709761617,-0.04676198695600099,0.031654219401979,0.000859423382457475,0.006271488292235915,7.511040018959823e-05,0.020331458996208848,0.02259114335578046,1.2588435576215904,0.7878829304756015,0.8999747678112351
